date,open,high,low,close,volume
2025-08-04,309.08,312.1186,303.0001,309.26,78683910
2025-08-05,308.95,312.4499,305.5,308.72,57961280
2025-08-06,307.89,320.47,306.9345,319.91,78523580
2025-08-07,319.79,322.4,316.16,322.27,66658670
2025-08-08,321.43,335.15,320.98,329.65,91200320
2025-08-11,335.0,346.64,334.15,339.03,105320200
2025-08-12,345.0,345.26,332.94,340.84,80690110
2025-08-13,341.5,348.98,338.2,339.38,67838890
2025-08-14,335.76,340.4699,330.4,335.58,75000660
2025-08-15,337.655,339.3,327.02,330.56,74319790
2025-08-18,329.62,336.27,329.59,335.16,56956550
2025-08-19,335.79,340.55,327.85,329.31,75956000
2025-08-20,329.22,331.37,314.6,323.9,77481770
2025-08-21,322.08,324.9,318.68,320.11,55744450
2025-08-22,321.66,340.25,319.69,340.01,94016350
2025-08-25,338.9,349.53,335.03,346.6,86670040
2025-08-26,344.93,351.9,343.72,351.67,76651550
2025-08-27,351.94,355.39,349.156,349.6,65519010
2025-08-28,350.91,353.55,340.26,345.98,67903220
2025-08-29,347.23,348.7499,331.7,333.87,81145660
2025-09-02,328.23,333.33,325.6,329.36,58391950
2025-09-03,335.2,343.33,328.51,334.09,88733290
2025-09-04,336.15,338.89,331.48,338.53,60711030
2025-09-05,348.0,355.87,344.6801,350.84,108989800
2025-09-08,354.64,358.44,344.84,346.4,75208290
2025-09-09,348.44,350.77,343.82,346.97,53815990
2025-09-10,350.55,356.33,346.07,347.79,72121680
2025-09-11,350.17,368.99,347.6,368.81,103756000
2025-09-12,370.94,396.6899,370.24,395.94,168156400
2025-09-15,423.13,425.7,402.43,410.04,163823700
2025-09-16,414.495,423.25,411.43,421.62,104285700
2025-09-17,415.75,428.3121,409.67,425.86,106133500
2025-09-18,428.865,432.2199,416.56,416.85,90454510
2025-09-19,421.82,429.47,421.72,426.07,93131030
2025-09-22,431.11,444.98,429.13,434.21,97108780
2025-09-23,439.88,440.97,423.72,425.85,83422690
2025-09-24,429.83,444.21,429.0301,442.79,93133570
2025-09-25,435.24,435.35,419.08,423.39,96746430
2025-09-26,428.3,440.47,421.02,440.4,101628200
2025-09-29,444.35,450.98,439.5,443.21,79491510
2025-09-30,441.52,445.0,433.12,444.72,74357960
2025-10-01,443.8,462.29,440.75,459.46,98122290
2025-10-02,470.54,470.75,435.57,436.0,137009000
2025-10-03,443.285,446.77,416.575,429.83,133188200
2025-10-06,440.75,453.55,436.69,453.25,85324880
2025-10-07,447.82,452.68,432.4501,433.09,102296100
2025-10-08,437.57,441.33,425.23,438.69,71192130
2025-10-09,431.81,436.35,426.18,435.54,69339930
2025-10-10,436.54,443.13,411.45,413.49,112107900
2025-10-13,423.53,436.89,419.7,435.9,79552790
2025-10-14,426.79,434.2,417.86,429.24,72669440
2025-10-15,434.9,440.51,426.3301,435.15,71558190
2025-10-16,434.73,439.35,421.3101,428.75,77189890
2025-10-17,425.5,441.4558,423.6,439.31,89331580
