date,open,high,low,close,volume
2025-02-19,227.85,229.0653,224.4,228.73,16375490
2025-02-20,228.645,228.98,222.75,226.74,16104000
2025-02-21,225.65,227.75,215.63,218.66,24883560
2025-02-24,218.6,219.48,207.54,207.93,33050430
2025-02-25,207.0,208.6425,200.92,202.54,33100810
2025-02-26,206.91,213.54,206.0,212.94,21368300
2025-02-27,217.28,219.25,197.4,197.8,27572890
2025-02-28,195.76,201.19,193.15,199.43,39747250
2025-03-03,204.0,204.06,184.53,187.37,37435600
2025-03-04,189.215,193.95,180.48,187.48,37910480
2025-03-05,191.86,194.08,187.1,191.58,25644540
2025-03-06,181.04,186.83,177.61,179.45,56864100
2025-03-07,187.73,195.48,181.56,194.96,74528860
2025-03-10,189.6,191.978,180.43,184.45,44217120
2025-03-11,188.05,195.6155,185.345,190.09,42153250
2025-03-12,196.215,199.98,192.4527,194.23,30409730
2025-03-13,193.15,196.32,189.465,191.36,27236140
2025-03-14,196.2,197.5,193.2,195.54,25900940
2025-03-17,188.05,196.72,187.5,194.5,26830620
2025-03-18,190.44,192.89,186.9,188.67,24951030
2025-03-19,189.34,198.27,186.9,195.57,37962700
2025-03-20,191.52,193.8365,188.94,190.54,31430020
2025-03-21,188.21,192.07,187.37,191.66,43086520
2025-03-24,194.295,196.69,190.67,191.25,33180280
2025-03-25,190.885,191.6,187.68,188.26,23417250
2025-03-26,186.66,188.06,177.582,179.27,30670540
2025-03-27,177.655,178.38,170.46,171.99,32151670
2025-03-28,171.93,173.3,166.47,169.12,30391480
2025-03-31,164.485,167.94,160.62,167.43,35656450
2025-04-01,166.37,168.71,163.42,168.52,20472440
2025-04-02,166.08,173.43,165.5,172.09,19523660
2025-04-03,160.54,163.425,153.7,154.01,44354860
2025-04-04,148.17,152.8,139.1701,146.29,72302230
2025-04-07,144.49,160.43,138.1,154.14,68503510
2025-04-08,167.62,169.78,153.09,156.03,58888230
2025-04-09,160.5,187.33,157.51,185.15,72708310
2025-04-10,175.3,176.95,166.4,172.3,51212220
2025-04-11,173.62,182.66,173.31,181.94,33964140
2025-04-14,185.075,186.0,175.82,178.36,25748300
2025-04-15,179.725,182.2644,178.08,178.95,17242350
2025-04-16,170.43,176.08,166.92,174.61,34638640
2025-04-17,176.25,176.25,169.9156,170.99,22501790
2025-04-21,166.99,168.0,161.61,166.21,23469790
2025-04-22,167.43,170.52,165.2229,169.58,18504860
2025-04-23,177.78,180.45,175.82,176.91,24380470
2025-04-24,179.69,188.57,178.295,188.15,27576900
2025-04-25,186.92,193.37,186.89,192.31,21242340
2025-04-28,190.53,193.1,187.68,192.47,16385850
2025-04-29,191.72,193.25,190.1,191.17,14630020
2025-04-30,185.895,193.2,184.02,192.47,22768860
2025-05-01,198.14,201.4,196.235,197.33,24939700
2025-05-02,203.9,205.68,201.08,203.64,17766750
2025-05-05,200.25,203.2347,200.0,200.72,14025430
2025-05-06,196.44,201.91,195.94,200.09,16348810
2025-05-07,199.285,206.23,198.43,204.81,20277830
2025-05-08,208.0,211.1625,203.69,207.77,18460930
2025-05-09,209.33,209.96,206.52,208.2,13289170
2025-05-12,219.49,221.8,215.88,221.58,25437670
2025-05-13,222.0,235.28,222.0,232.42,28790540
2025-05-14,230.23,233.5,228.35,232.12,19751450
2025-05-15,230.16,234.455,228.07,232.64,18803680
2025-05-16,232.32,232.64,226.39,228.61,23094610
2025-05-19,221.85,231.2499,221.6,230.63,15355450
2025-05-20,226.49,231.77,226.34,231.68,11787160
2025-05-21,228.39,236.5,227.8301,229.73,17642940
2025-05-22,228.34,233.6899,227.43,230.53,14340230
2025-05-23,226.94,230.65,226.18,228.72,15385630
2025-05-27,232.865,236.48,231.1308,235.65,17941670
2025-05-28,237.15,240.99,234.425,239.43,20443000
2025-05-29,245.905,246.07,237.4,241.97,20768030
2025-05-30,241.215,243.17,234.9,242.07,27088560
2025-06-02,243.25,250.0,243.19,248.71,19197010
2025-06-03,250.075,257.88,249.4,256.85,30380250
2025-06-04,258.06,265.43,257.59,261.08,31536050
2025-06-05,262.95,264.89,259.06,259.93,42334080
2025-06-06,251.14,255.32,246.1348,246.93,41146650
2025-06-09,245.045,248.17,241.11,244.28,25334080
2025-06-10,244.215,246.2795,241.4,244.63,25491290
2025-06-11,246.355,254.77,243.8,252.91,24598990
2025-06-12,250.185,257.89,249.5,256.07,20410900
2025-06-13,250.66,254.0,248.35,248.7,19028440
2025-06-16,250.35,255.19,249.565,252.1,20363010
2025-06-17,250.95,253.96,247.92,249.37,22014310
2025-06-18,250.89,255.64,249.41,251.26,30435490
2025-06-20,253.21,253.52,244.17,249.99,42134900
2025-06-23,249.105,254.21,246.46,253.77,19747030
2025-06-24,258.77,265.87,258.77,263.77,32764860
2025-06-25,266.0,269.87,263.43,264.65,18894160
2025-06-26,265.075,271.67,264.125,270.17,23569590
2025-06-27,270.3,271.85,266.88,269.35,27477580
2025-06-30,274.73,277.705,272.13,275.65,24708430
2025-07-01,274.4,274.5,262.6555,264.74,28847630
2025-07-02,263.99,272.0,262.73,269.9,17582090
2025-07-03,270.73,275.8,270.12,275.18,10592660
2025-07-07,275.13,277.56,272.66,274.18,16760620
2025-07-08,276.345,276.345,271.1545,271.8,14869410
2025-07-09,272.96,279.45,272.72,277.9,20133000
2025-07-10,279.785,281.18,272.7,275.4,17891600
2025-07-11,274.14,276.47,271.89,274.38,14274670
2025-07-14,274.13,278.355,269.58,275.6,11934240
2025-07-15,279.805,283.36,277.8501,280.94,17918350
2025-07-16,280.105,281.51,275.67,280.81,15031020
2025-07-17,281.14,288.28,279.91,286.45,17231100
2025-07-18,287.11,287.53,281.0,283.34,15012410
2025-07-21,283.955,290.54,283.63,288.21,17726800
2025-07-22,287.655,288.0,276.43,278.59,16564830
2025-07-23,276.78,284.0,273.0,283.69,20556240
2025-07-24,289.79,291.2,283.5,288.71,16413780
2025-07-25,288.07,292.5943,287.27,290.18,12476250
2025-07-28,292.46,295.45,290.59,294.3,13683380
2025-07-29,297.5,302.19,294.87,297.42,19210780
2025-07-30,297.15,303.255,295.8,302.62,16738930
2025-07-31,302.8,306.949,290.225,293.7,25488480
2025-08-01,286.535,292.6365,281.61,288.64,21428130
2025-08-04,292.2,298.48,291.4,297.72,17164630
2025-08-05,297.81,301.2,291.45,292.93,18477470
2025-08-06,292.9,302.81,291.9044,301.67,17392100
2025-08-07,306.17,310.34,299.8807,303.76,16319440
2025-08-08,304.05,307.87,302.5518,304.97,12458750
2025-08-11,305.05,308.31,301.29,303.9,12396380
2025-08-12,306.63,313.44,304.665,312.83,17624010
2025-08-13,316.75,317.35,304.75,309.09,17371170
2025-08-14,307.01,314.1651,307.0001,311.23,15717630
2025-08-15,311.03,311.5,299.76,306.34,22806940
2025-08-18,302.7,306.17,299.0,305.76,14724670
2025-08-19,302.415,302.8999,292.39,294.91,20149580
2025-08-20,295.46,295.49,281.87,291.17,23600510
2025-08-21,290.06,292.385,286.17,289.6,14946310
2025-08-22,291.745,300.09,289.0101,294.0,16301330
2025-08-25,292.81,298.4016,291.71,294.23,15124750
2025-08-26,294.35,300.2499,293.99,298.01,25689110
2025-08-27,297.53,301.18,293.78,300.25,13830300
2025-08-28,302.928,311.0,302.333,308.65,18907050
2025-08-29,307.01,307.01,293.66,297.39,21610680
2025-09-02,289.34,298.71,287.17,298.24,19693020
2025-09-03,302.29,304.45,296.4,302.39,18529390
2025-09-04,305.06,308.78,302.2501,306.1,31220800
2025-09-05,355.78,356.34,331.42,334.89,78401550
2025-09-08,342.75,354.1656,341.2501,345.65,43535640
2025-09-09,349.545,350.98,335.83,336.67,26972320
2025-09-10,351.52,372.97,350.55,369.57,51086830
2025-09-11,371.18,374.23,358.7604,359.63,29430950
2025-09-12,362.91,364.385,357.16,359.87,31949800
2025-09-15,359.87,365.5,356.34,364.09,21792190
2025-09-16,365.425,365.69,356.99,360.0,21306510
2025-09-17,358.85,359.93,341.5,346.17,45197130
2025-09-18,350.0,350.7,343.79,345.35,24663890
2025-09-19,344.65,346.27,336.43,344.94,41240070
2025-09-22,342.425,346.67,337.94,338.79,28660030
2025-09-23,340.24,345.215,337.0216,338.94,21944080
2025-09-24,339.755,340.0799,333.81,339.31,19677300
2025-09-25,332.99,338.062,327.3,336.1,21678190
2025-09-26,337.43,339.08,330.5801,334.53,15464700
2025-09-29,336.0,341.05,327.55,327.9,21336000
2025-09-30,330.12,331.05,324.61,329.91,20109460
2025-10-01,328.145,337.95,324.5,333.39,21122690
2025-10-02,347.61,347.61,335.25,338.18,19917620
2025-10-03,341.5,344.4,335.74,338.37,14749070
2025-10-06,335.92,344.13,334.56,335.49,18465730
2025-10-07,337.025,338.11,326.58,336.41,18086710
2025-10-08,333.82,346.54,332.62,345.5,21478340
2025-10-09,345.75,347.31,340.4,345.02,17643740
2025-10-10,345.39,350.6,324.05,324.63,28941010
2025-10-13,352.77,359.38,343.5201,356.7,45984260
2025-10-14,350.125,350.67,339.6532,344.13,22078000
2025-10-15,354.47,359.4,347.5,351.33,23918540
2025-10-16,356.8,363.24,349.485,354.15,20317220
2025-10-17,349.61,350.97,340.78,349.33,20937940
