date,open,high,low,close,volume
2025-05-21,201.61,203.455,200.06,201.12,42460920
2025-05-22,201.38,205.76,200.16,203.1,38938880
2025-05-23,198.9,202.37,197.85,200.99,33393550
2025-05-27,203.085,206.69,202.19,206.02,34892040
2025-05-28,205.915,207.66,204.41,204.72,28549750
2025-05-29,208.025,208.81,204.23,205.7,34700010
2025-05-30,204.84,205.99,201.695,205.01,51679410
2025-06-02,204.98,207.0,202.68,206.65,29113320
2025-06-03,207.105,208.9469,205.03,205.71,33139120
2025-06-04,206.55,208.18,205.18,207.23,29915590
2025-06-05,209.55,212.81,207.56,207.91,51979240
2025-06-06,212.4,213.8699,210.5,213.57,39832500
2025-06-09,214.75,217.85,212.88,216.98,38102500
2025-06-10,216.78,217.69,214.15,217.61,31303320
2025-06-11,217.41,218.4,212.89,213.2,39325980
2025-06-12,211.78,213.58,211.33,213.24,27639990
2025-06-13,209.96,214.05,209.62,212.1,29337760
2025-06-16,212.31,217.06,211.6,216.1,33284160
2025-06-17,215.195,217.41,214.56,214.82,32086260
2025-06-18,215.09,217.96,212.34,212.52,44360510
2025-06-20,214.68,214.89,208.2709,209.69,75350730
2025-06-23,209.79,210.39,207.3101,208.47,37311730
2025-06-24,212.135,214.34,211.045,212.77,38378760
2025-06-25,214.615,216.03,211.11,211.99,31755700
2025-06-26,213.12,218.035,212.01,217.12,50480810
2025-06-27,219.92,223.3,216.74,223.3,119217100
2025-06-30,223.52,223.82,219.12,219.39,58887780
2025-07-01,219.5,221.875,217.93,220.46,39256830
2025-07-02,219.73,221.6,219.06,219.92,30894180
2025-07-03,221.82,224.01,221.36,223.41,29632350
2025-07-07,223.0,224.29,222.37,223.47,36604140
2025-07-08,223.915,224.0,218.43,219.36,45691990
2025-07-09,221.07,224.29,220.47,222.54,38155120
2025-07-10,221.55,222.79,219.7,222.26,30370590
2025-07-11,223.58,226.6799,222.37,225.02,50518310
2025-07-14,225.07,226.66,224.24,225.69,35702600
2025-07-15,226.2,227.27,225.455,226.35,34907290
2025-07-16,225.875,226.1,222.18,223.19,39535930
2025-07-17,223.32,224.5,222.51,223.88,31855830
2025-07-18,225.14,226.4,222.98,226.13,37833810
2025-07-21,225.835,229.69,225.65,229.3,40297560
2025-07-22,229.68,230.0,226.35,227.47,37483700
2025-07-23,228.47,228.79,227.09,228.29,28294850
2025-07-24,229.17,236.0,228.64,232.23,42902270
2025-07-25,232.22,232.48,231.18,231.44,28712100
2025-07-28,233.35,234.29,232.25,232.79,26300140
2025-07-29,234.15,234.72,230.31,231.01,33716220
2025-07-30,231.64,231.8,229.29,230.19,32993270
2025-07-31,235.77,236.53,231.4,234.11,104357300
2025-08-01,217.21,220.4399,212.8,214.75,122258800
2025-08-04,217.4,217.44,211.42,211.65,77890150
2025-08-05,213.05,216.3,212.87,213.75,51505120
2025-08-06,214.695,222.65,213.7409,222.31,54823050
2025-08-07,221.0,226.22,220.82,223.13,40603510
2025-08-08,223.14,223.8,221.8836,222.69,32970480
2025-08-11,221.78,223.05,220.4,221.3,31646220
2025-08-12,222.23,223.5,219.05,221.47,37254710
2025-08-13,222.0,224.9185,222.0,224.56,36508340
2025-08-14,227.4,233.11,227.02,230.98,61545820
2025-08-15,232.58,234.08,229.807,231.03,39649240
2025-08-18,230.225,231.91,228.33,231.49,25248890
2025-08-19,230.09,230.5283,227.12,228.01,29891010
2025-08-20,227.12,227.27,220.915,223.81,36604320
2025-08-21,222.65,222.78,220.5,221.95,32140460
2025-08-22,222.79,229.14,220.82,228.84,37315340
2025-08-25,227.35,229.6,227.31,227.94,22633700
2025-08-26,227.11,229.0,226.02,228.71,26105370
2025-08-27,228.57,229.87,227.81,229.12,21254480
2025-08-28,229.005,232.71,228.02,231.6,33679590
2025-08-29,231.32,231.8125,228.16,229.0,26199170
2025-09-02,223.52,226.17,221.83,225.34,38843880
2025-09-03,225.21,227.1699,224.36,225.99,29223130
2025-09-04,231.185,235.77,230.78,235.68,59391780
2025-09-05,235.19,236.0,231.93,232.33,36721800
2025-09-08,234.94,237.6,233.75,235.84,33947100
2025-09-09,236.355,238.85,235.08,238.24,27033780
2025-09-10,237.515,237.68,229.0962,230.33,60907710
2025-09-11,231.49,231.53,229.3377,229.95,37485600
2025-09-12,230.35,230.79,226.29,228.15,38496220
2025-09-15,230.625,233.73,230.32,231.43,33243330
2025-09-16,232.935,235.9,232.23,234.05,38203910
2025-09-17,233.77,234.3,228.71,231.62,42815230
2025-09-18,232.5,233.48,228.79,231.23,37931740
2025-09-19,232.37,234.16,229.7,231.48,97943170
2025-09-22,230.56,230.565,227.51,227.63,45914510
2025-09-23,227.83,227.86,220.07,220.71,70956190
2025-09-24,224.15,224.56,219.45,220.21,49509030
2025-09-25,220.06,220.67,216.47,218.15,52226330
2025-09-26,219.08,221.05,218.02,219.78,41650100
2025-09-29,220.08,222.6,219.3,222.17,44259180
2025-09-30,222.03,222.24,217.89,219.57,48396370
2025-10-01,217.36,222.15,216.61,220.63,43933830
2025-10-02,221.01,222.81,218.945,222.41,41258590
2025-10-03,223.44,224.2,219.34,219.51,43639030
2025-10-06,221.0,221.73,216.03,220.9,43690880
2025-10-07,220.88,222.89,220.17,221.78,31194680
2025-10-08,222.92,226.73,221.19,225.22,46685990
2025-10-09,224.995,228.21,221.75,227.74,46412120
2025-10-10,226.21,228.25,216.0,216.37,72367510
2025-10-13,217.7,220.68,217.04,220.07,37809650
2025-10-14,215.555,219.32,212.6,216.39,45665580
2025-10-15,216.62,217.71,212.66,215.57,45909470
2025-10-16,215.67,218.59,212.8101,214.47,42414590
2025-10-17,214.56,214.8,211.03,213.04,45986940
